snappath,dataset,para,job,centerx,centery,xlow,xup,ylow,yup
./snap49/lic_snap49.58.08.bmp,49,58,08,33,518,28,38,468,568
./snap49/lic_snap49.59.08.bmp,49,59,08,33,518,28,38,468,568
./snap49/lic_snap49.60.08.bmp,49,60,08,33,518,28,38,468,568
./snap49/lic_snap49.61.08.bmp,49,61,08,33,518,28,38,468,568
./snap49/lic_snap49.62.08.bmp,49,62,08,33,518,28,38,468,568
./snap49/lic_snap49.01.09.bmp,49,01,09,33,518,28,38,468,568
./snap49/lic_snap49.03.09.bmp,49,03,09,33,518,28,38,468,568
./snap49/lic_snap49.04.09.bmp,49,04,09,33,518,28,38,468,568
./snap49/lic_snap49.06.09.bmp,49,06,09,33,518,28,38,468,568
./snap49/lic_snap49.07.09.bmp,49,07,09,33,518,28,38,468,568
./snap49/lic_snap49.08.09.bmp,49,08,09,33,518,28,38,468,568
./snap49/lic_snap49.09.09.bmp,49,09,09,33,518,28,38,468,568
./snap49/lic_snap49.10.09.bmp,49,10,09,33,518,28,38,468,568
./snap49/lic_snap49.11.09.bmp,49,11,09,33,518,28,38,468,568
./snap49/lic_snap49.12.09.bmp,49,12,09,33,518,28,38,468,568
./snap49/lic_snap49.13.09.bmp,49,13,09,33,518,28,38,468,568
./snap49/lic_snap49.15.09.bmp,49,15,09,33,518,28,38,468,568
./snap49/lic_snap49.16.09.bmp,49,16,09,33,518,28,38,468,568
./snap49/lic_snap49.17.09.bmp,49,17,09,33,518,28,38,468,568
./snap49/lic_snap49.19.09.bmp,49,19,09,33,518,28,38,468,568
./snap49/lic_snap49.20.09.bmp,49,20,09,33,518,28,38,468,568
./snap49/lic_snap49.22.09.bmp,49,22,09,33,518,28,38,468,568
./snap49/lic_snap49.23.09.bmp,49,23,09,33,518,28,38,468,568
./snap49/lic_snap49.24.09.bmp,49,24,09,33,518,28,38,468,568
./snap49/lic_snap49.25.09.bmp,49,25,09,33,518,28,38,468,568
./snap49/lic_snap49.26.09.bmp,49,26,09,33,518,28,38,468,568
./snap49/lic_snap49.27.09.bmp,49,27,09,33,518,28,38,468,568
./snap49/lic_snap49.28.09.bmp,49,28,09,33,518,28,38,468,568
./snap49/lic_snap49.29.09.bmp,49,29,09,33,518,28,38,468,568
./snap49/lic_snap49.30.09.bmp,49,30,09,33,518,28,38,468,568
./snap49/lic_snap49.31.09.bmp,49,31,09,33,518,28,38,468,568
./snap49/lic_snap49.32.09.bmp,49,32,09,33,518,28,38,468,568
./snap49/lic_snap49.33.09.bmp,49,33,09,33,518,28,38,468,568
./snap49/lic_snap49.35.09.bmp,49,35,09,33,518,28,38,468,568
./snap49/lic_snap49.36.09.bmp,49,36,09,33,518,28,38,468,568
./snap49/lic_snap49.37.09.bmp,49,37,09,33,518,28,38,468,568
./snap49/lic_snap49.38.09.bmp,49,38,09,33,518,28,38,468,568
./snap49/lic_snap49.39.09.bmp,49,39,09,33,518,28,38,468,568
./snap49/lic_snap49.41.09.bmp,49,41,09,33,518,28,38,468,568
./snap49/lic_snap49.42.09.bmp,49,42,09,33,518,28,38,468,568
./snap49/lic_snap49.43.09.bmp,49,43,09,33,518,28,38,468,568
./snap49/lic_snap49.45.09.bmp,49,45,09,33,518,28,38,468,568
./snap49/lic_snap49.46.09.bmp,49,46,09,33,518,28,38,468,568
./snap49/lic_snap49.48.09.bmp,49,48,09,33,518,28,38,468,568
./snap49/lic_snap49.49.09.bmp,49,49,09,33,518,28,38,468,568
./snap49/lic_snap49.50.09.bmp,49,50,09,33,518,28,38,468,568
./snap49/lic_snap49.51.09.bmp,49,51,09,33,518,28,38,468,568
./snap49/lic_snap49.55.09.bmp,49,55,09,33,518,28,38,468,568
./snap49/lic_snap49.56.09.bmp,49,56,09,33,518,28,38,468,568
./snap49/lic_snap49.57.09.bmp,49,57,09,33,518,28,38,468,568
./snap49/lic_snap49.58.09.bmp,49,58,09,33,518,28,38,468,568
./snap49/lic_snap49.59.09.bmp,49,59,09,33,518,28,38,468,568
./snap49/lic_snap49.60.09.bmp,49,60,09,33,518,28,38,468,568
./snap49/lic_snap49.61.09.bmp,49,61,09,33,518,28,38,468,568
./snap49/lic_snap49.62.09.bmp,49,62,09,33,518,28,38,468,568
./snap49/lic_snap49.01.10.bmp,49,01,10,33,518,28,38,468,568
./snap49/lic_snap49.03.10.bmp,49,03,10,33,518,28,38,468,568
./snap49/lic_snap49.04.10.bmp,49,04,10,33,518,28,38,468,568
./snap49/lic_snap49.05.10.bmp,49,05,10,33,518,28,38,468,568
./snap49/lic_snap49.06.10.bmp,49,06,10,33,518,28,38,468,568
./snap49/lic_snap49.07.10.bmp,49,07,10,33,518,28,38,468,568
./snap49/lic_snap49.08.10.bmp,49,08,10,33,518,28,38,468,568
./snap49/lic_snap49.09.10.bmp,49,09,10,33,518,28,38,468,568
./snap49/lic_snap49.10.10.bmp,49,10,10,33,518,28,38,468,568
./snap49/lic_snap49.11.10.bmp,49,11,10,33,518,28,38,468,568
./snap49/lic_snap49.12.10.bmp,49,12,10,33,518,28,38,468,568
./snap49/lic_snap49.13.10.bmp,49,13,10,33,518,28,38,468,568
./snap49/lic_snap49.15.10.bmp,49,15,10,33,518,28,38,468,568
./snap49/lic_snap49.16.10.bmp,49,16,10,33,518,28,38,468,568
./snap49/lic_snap49.18.10.bmp,49,18,10,33,518,28,38,468,568
./snap49/lic_snap49.19.10.bmp,49,19,10,33,518,28,38,468,568
./snap49/lic_snap49.20.10.bmp,49,20,10,33,518,28,38,468,568
./snap49/lic_snap49.21.10.bmp,49,21,10,33,518,28,38,468,568
./snap49/lic_snap49.23.10.bmp,49,23,10,33,518,28,38,468,568
./snap49/lic_snap49.24.10.bmp,49,24,10,33,518,28,38,468,568
./snap49/lic_snap49.25.10.bmp,49,25,10,33,518,28,38,468,568
./snap49/lic_snap49.26.10.bmp,49,26,10,33,518,28,38,468,568
./snap49/lic_snap49.27.10.bmp,49,27,10,33,518,28,38,468,568
./snap49/lic_snap49.28.10.bmp,49,28,10,33,518,28,38,468,568
./snap49/lic_snap49.29.10.bmp,49,29,10,33,518,28,38,468,568
./snap49/lic_snap49.30.10.bmp,49,30,10,33,518,28,38,468,568
./snap49/lic_snap49.31.10.bmp,49,31,10,33,518,28,38,468,568
./snap49/lic_snap49.32.10.bmp,49,32,10,33,518,28,38,468,568
./snap49/lic_snap49.33.10.bmp,49,33,10,33,518,28,38,468,568
./snap49/lic_snap49.34.10.bmp,49,34,10,33,518,28,38,468,568
./snap49/lic_snap49.35.10.bmp,49,35,10,33,518,28,38,468,568
./snap49/lic_snap49.36.10.bmp,49,36,10,33,518,28,38,468,568
./snap49/lic_snap49.38.10.bmp,49,38,10,33,518,28,38,468,568
./snap49/lic_snap49.39.10.bmp,49,39,10,33,518,28,38,468,568
./snap49/lic_snap49.40.10.bmp,49,40,10,33,518,28,38,468,568
./snap49/lic_snap49.41.10.bmp,49,41,10,33,518,28,38,468,568
./snap49/lic_snap49.42.10.bmp,49,42,10,33,518,28,38,468,568
./snap49/lic_snap49.43.10.bmp,49,43,10,33,518,28,38,468,568
./snap49/lic_snap49.44.10.bmp,49,44,10,33,518,28,38,468,568
./snap49/lic_snap49.45.10.bmp,49,45,10,33,518,28,38,468,568
./snap49/lic_snap49.46.10.bmp,49,46,10,33,518,28,38,468,568
./snap49/lic_snap49.47.10.bmp,49,47,10,33,518,28,38,468,568
./snap49/lic_snap49.48.10.bmp,49,48,10,33,518,28,38,468,568
./snap49/lic_snap49.49.10.bmp,49,49,10,33,518,28,38,468,568
./snap49/lic_snap49.50.10.bmp,49,50,10,33,518,28,38,468,568
./snap49/lic_snap49.51.10.bmp,49,51,10,33,518,28,38,468,568
./snap49/lic_snap49.52.10.bmp,49,52,10,33,518,28,38,468,568
./snap49/lic_snap49.53.10.bmp,49,53,10,33,518,28,38,468,568
./snap49/lic_snap49.54.10.bmp,49,54,10,33,518,28,38,468,568
./snap49/lic_snap49.55.10.bmp,49,55,10,33,518,28,38,468,568
./snap49/lic_snap49.56.10.bmp,49,56,10,33,518,28,38,468,568
./snap49/lic_snap49.57.10.bmp,49,57,10,33,518,28,38,468,568
./snap49/lic_snap49.58.10.bmp,49,58,10,33,518,28,38,468,568
./snap49/lic_snap49.59.10.bmp,49,59,10,33,518,28,38,468,568
./snap49/lic_snap49.61.10.bmp,49,61,10,33,518,28,38,468,568
./snap49/lic_snap49.01.11.bmp,49,01,11,33,518,28,38,468,568
./snap49/lic_snap49.02.11.bmp,49,02,11,33,518,28,38,468,568
./snap49/lic_snap49.03.11.bmp,49,03,11,33,518,28,38,468,568
./snap49/lic_snap49.04.11.bmp,49,04,11,33,518,28,38,468,568
./snap49/lic_snap49.05.11.bmp,49,05,11,33,518,28,38,468,568
./snap49/lic_snap49.06.11.bmp,49,06,11,33,518,28,38,468,568
./snap49/lic_snap49.07.11.bmp,49,07,11,33,518,28,38,468,568
./snap49/lic_snap49.08.11.bmp,49,08,11,33,518,28,38,468,568
./snap49/lic_snap49.09.11.bmp,49,09,11,33,518,28,38,468,568
./snap49/lic_snap49.10.11.bmp,49,10,11,33,518,28,38,468,568
./snap49/lic_snap49.11.11.bmp,49,11,11,33,518,28,38,468,568
./snap49/lic_snap49.12.11.bmp,49,12,11,33,518,28,38,468,568
./snap49/lic_snap49.13.11.bmp,49,13,11,33,518,28,38,468,568
./snap49/lic_snap49.14.11.bmp,49,14,11,33,518,28,38,468,568
./snap49/lic_snap49.15.11.bmp,49,15,11,33,518,28,38,468,568
./snap49/lic_snap49.16.11.bmp,49,16,11,33,518,28,38,468,568
./snap49/lic_snap49.17.11.bmp,49,17,11,33,518,28,38,468,568
./snap49/lic_snap49.18.11.bmp,49,18,11,33,518,28,38,468,568
./snap49/lic_snap49.19.11.bmp,49,19,11,33,518,28,38,468,568
./snap49/lic_snap49.20.11.bmp,49,20,11,33,518,28,38,468,568
./snap49/lic_snap49.21.11.bmp,49,21,11,33,518,28,38,468,568
./snap49/lic_snap49.22.11.bmp,49,22,11,33,518,28,38,468,568
./snap49/lic_snap49.23.11.bmp,49,23,11,33,518,28,38,468,568
./snap49/lic_snap49.25.11.bmp,49,25,11,33,518,28,38,468,568
./snap49/lic_snap49.26.11.bmp,49,26,11,33,518,28,38,468,568
./snap49/lic_snap49.27.11.bmp,49,27,11,33,518,28,38,468,568
./snap49/lic_snap49.28.11.bmp,49,28,11,33,518,28,38,468,568
./snap49/lic_snap49.29.11.bmp,49,29,11,33,518,28,38,468,568
./snap49/lic_snap49.30.11.bmp,49,30,11,33,518,28,38,468,568
./snap49/lic_snap49.31.11.bmp,49,31,11,33,518,28,38,468,568
./snap49/lic_snap49.32.11.bmp,49,32,11,33,518,28,38,468,568
./snap49/lic_snap49.33.11.bmp,49,33,11,33,518,28,38,468,568
./snap49/lic_snap49.34.11.bmp,49,34,11,33,518,28,38,468,568
./snap49/lic_snap49.35.11.bmp,49,35,11,33,518,28,38,468,568
./snap49/lic_snap49.36.11.bmp,49,36,11,33,518,28,38,468,568
./snap49/lic_snap49.37.11.bmp,49,37,11,33,518,28,38,468,568
./snap49/lic_snap49.38.11.bmp,49,38,11,33,518,28,38,468,568
./snap49/lic_snap49.39.11.bmp,49,39,11,33,518,28,38,468,568
./snap49/lic_snap49.40.11.bmp,49,40,11,33,518,28,38,468,568
./snap49/lic_snap49.41.11.bmp,49,41,11,33,518,28,38,468,568
./snap49/lic_snap49.42.11.bmp,49,42,11,33,518,28,38,468,568
./snap49/lic_snap49.43.11.bmp,49,43,11,33,518,28,38,468,568
./snap49/lic_snap49.44.11.bmp,49,44,11,33,518,28,38,468,568
./snap49/lic_snap49.45.11.bmp,49,45,11,33,518,28,38,468,568
./snap49/lic_snap49.46.11.bmp,49,46,11,33,518,28,38,468,568
./snap49/lic_snap49.47.11.bmp,49,47,11,33,518,28,38,468,568
./snap49/lic_snap49.48.11.bmp,49,48,11,33,518,28,38,468,568
./snap49/lic_snap49.49.11.bmp,49,49,11,33,518,28,38,468,568
./snap49/lic_snap49.50.11.bmp,49,50,11,33,518,28,38,468,568
./snap49/lic_snap49.51.11.bmp,49,51,11,33,518,28,38,468,568
./snap49/lic_snap49.52.11.bmp,49,52,11,33,518,28,38,468,568
./snap49/lic_snap49.53.11.bmp,49,53,11,33,518,28,38,468,568
./snap49/lic_snap49.54.11.bmp,49,54,11,33,518,28,38,468,568
./snap49/lic_snap49.55.11.bmp,49,55,11,33,518,28,38,468,568
./snap49/lic_snap49.56.11.bmp,49,56,11,33,518,28,38,468,568
./snap49/lic_snap49.57.11.bmp,49,57,11,33,518,28,38,468,568
./snap49/lic_snap49.58.11.bmp,49,58,11,33,518,28,38,468,568
./snap49/lic_snap49.59.11.bmp,49,59,11,33,518,28,38,468,568
./snap49/lic_snap49.60.11.bmp,49,60,11,33,518,28,38,468,568
./snap49/lic_snap49.62.11.bmp,49,62,11,33,518,28,38,468,568
./snap49/lic_snap49.01.12.bmp,49,01,12,33,518,28,38,468,568
./snap49/lic_snap49.02.12.bmp,49,02,12,33,518,28,38,468,568
./snap49/lic_snap49.03.12.bmp,49,03,12,33,518,28,38,468,568
./snap49/lic_snap49.04.12.bmp,49,04,12,33,518,28,38,468,568
./snap49/lic_snap49.05.12.bmp,49,05,12,33,518,28,38,468,568
./snap49/lic_snap49.06.12.bmp,49,06,12,33,518,28,38,468,568
./snap49/lic_snap49.07.12.bmp,49,07,12,33,518,28,38,468,568
./snap49/lic_snap49.08.12.bmp,49,08,12,33,518,28,38,468,568
./snap49/lic_snap49.10.12.bmp,49,10,12,33,518,28,38,468,568
./snap49/lic_snap49.11.12.bmp,49,11,12,33,518,28,38,468,568
./snap49/lic_snap49.12.12.bmp,49,12,12,33,518,28,38,468,568
./snap49/lic_snap49.13.12.bmp,49,13,12,33,518,28,38,468,568
./snap49/lic_snap49.14.12.bmp,49,14,12,33,518,28,38,468,568
./snap49/lic_snap49.15.12.bmp,49,15,12,33,518,28,38,468,568
./snap49/lic_snap49.16.12.bmp,49,16,12,33,518,28,38,468,568
./snap49/lic_snap49.17.12.bmp,49,17,12,33,518,28,38,468,568
./snap49/lic_snap49.18.12.bmp,49,18,12,33,518,28,38,468,568
./snap49/lic_snap49.20.12.bmp,49,20,12,33,518,28,38,468,568
./snap49/lic_snap49.21.12.bmp,49,21,12,33,518,28,38,468,568
./snap49/lic_snap49.22.12.bmp,49,22,12,33,518,28,38,468,568
./snap49/lic_snap49.23.12.bmp,49,23,12,33,518,28,38,468,568
./snap49/lic_snap49.24.12.bmp,49,24,12,33,518,28,38,468,568
./snap49/lic_snap49.25.12.bmp,49,25,12,33,518,28,38,468,568
./snap49/lic_snap49.26.12.bmp,49,26,12,33,518,28,38,468,568
./snap49/lic_snap49.27.12.bmp,49,27,12,33,518,28,38,468,568
./snap49/lic_snap49.28.12.bmp,49,28,12,33,518,28,38,468,568
./snap49/lic_snap49.29.12.bmp,49,29,12,33,518,28,38,468,568
./snap49/lic_snap49.30.12.bmp,49,30,12,33,518,28,38,468,568
./snap49/lic_snap49.31.12.bmp,49,31,12,33,518,28,38,468,568
./snap49/lic_snap49.32.12.bmp,49,32,12,33,518,28,38,468,568
./snap49/lic_snap49.33.12.bmp,49,33,12,33,518,28,38,468,568
./snap49/lic_snap49.34.12.bmp,49,34,12,33,518,28,38,468,568
./snap49/lic_snap49.35.12.bmp,49,35,12,33,518,28,38,468,568
./snap49/lic_snap49.36.12.bmp,49,36,12,33,518,28,38,468,568
./snap49/lic_snap49.38.12.bmp,49,38,12,33,518,28,38,468,568
./snap49/lic_snap49.39.12.bmp,49,39,12,33,518,28,38,468,568
./snap49/lic_snap49.40.12.bmp,49,40,12,33,518,28,38,468,568
./snap49/lic_snap49.41.12.bmp,49,41,12,33,518,28,38,468,568
./snap49/lic_snap49.42.12.bmp,49,42,12,33,518,28,38,468,568
./snap49/lic_snap49.43.12.bmp,49,43,12,33,518,28,38,468,568
./snap49/lic_snap49.46.12.bmp,49,46,12,33,518,28,38,468,568
./snap49/lic_snap49.49.12.bmp,49,49,12,33,518,28,38,468,568
./snap49/lic_snap49.50.12.bmp,49,50,12,33,518,28,38,468,568
./snap49/lic_snap49.51.12.bmp,49,51,12,33,518,28,38,468,568
./snap49/lic_snap49.54.12.bmp,49,54,12,33,518,28,38,468,568
./snap49/lic_snap49.55.12.bmp,49,55,12,33,518,28,38,468,568
./snap49/lic_snap49.56.12.bmp,49,56,12,33,518,28,38,468,568
./snap49/lic_snap49.58.12.bmp,49,58,12,33,518,28,38,468,568
./snap49/lic_snap49.01.13.bmp,49,01,13,33,518,28,38,468,568
./snap49/lic_snap49.02.13.bmp,49,02,13,33,518,28,38,468,568
./snap49/lic_snap49.03.13.bmp,49,03,13,33,518,28,38,468,568
./snap49/lic_snap49.04.13.bmp,49,04,13,33,518,28,38,468,568
./snap49/lic_snap49.39.13.bmp,49,39,13,33,518,28,38,468,568
./snap49/lic_snap49.40.13.bmp,49,40,13,33,518,28,38,468,568
./snap49/lic_snap49.40.13.bmp,49,40,13,32,543,27,37,493,593
./snap49/lic_snap49.41.13.bmp,49,41,13,32,543,27,37,493,593
./snap49/lic_snap49.42.13.bmp,49,42,13,32,543,27,37,493,593
./snap49/lic_snap49.43.13.bmp,49,43,13,32,543,27,37,493,593
./snap49/lic_snap49.44.13.bmp,49,44,13,32,543,27,37,493,593
./snap49/lic_snap49.45.13.bmp,49,45,13,32,543,27,37,493,593
./snap49/lic_snap49.46.13.bmp,49,46,13,32,543,27,37,493,593
./snap49/lic_snap49.47.13.bmp,49,47,13,32,543,27,37,493,593
./snap49/lic_snap49.48.13.bmp,49,48,13,32,543,27,37,493,593
./snap49/lic_snap49.49.13.bmp,49,49,13,32,543,27,37,493,593
./snap49/lic_snap49.50.13.bmp,49,50,13,32,543,27,37,493,593
./snap49/lic_snap49.51.13.bmp,49,51,13,32,543,27,37,493,593
./snap49/lic_snap49.52.13.bmp,49,52,13,32,543,27,37,493,593
./snap49/lic_snap49.53.13.bmp,49,53,13,32,543,27,37,493,593
./snap49/lic_snap49.54.13.bmp,49,54,13,32,543,27,37,493,593
./snap49/lic_snap49.55.13.bmp,49,55,13,32,543,27,37,493,593
./snap49/lic_snap49.60.13.bmp,49,60,13,32,543,27,37,493,593
./snap49/lic_snap49.61.13.bmp,49,61,13,32,543,27,37,493,593
./snap49/lic_snap49.12.12.bmp,49,12,12,12,477,7,17,427,527
./snap49/lic_snap49.14.12.bmp,49,14,12,12,477,7,17,427,527
./snap49/lic_snap49.16.12.bmp,49,16,12,12,477,7,17,427,527
./snap49/lic_snap49.17.12.bmp,49,17,12,12,477,7,17,427,527
./snap49/lic_snap49.18.12.bmp,49,18,12,12,477,7,17,427,527
./snap49/lic_snap49.20.12.bmp,49,20,12,12,477,7,17,427,527
./snap49/lic_snap49.22.12.bmp,49,22,12,12,477,7,17,427,527
./snap49/lic_snap49.21.12.bmp,49,21,12,12,477,7,17,427,527
./snap49/lic_snap49.24.12.bmp,49,24,12,12,477,7,17,427,527
./snap49/lic_snap49.25.12.bmp,49,25,12,12,477,7,17,427,527
./snap49/lic_snap49.27.12.bmp,49,27,12,12,477,7,17,427,527
./snap49/lic_snap49.30.12.bmp,49,30,12,12,477,7,17,427,527
./snap49/lic_snap49.31.12.bmp,49,31,12,12,477,7,17,427,527
./snap49/lic_snap49.32.12.bmp,49,32,12,12,477,7,17,427,527
./snap49/lic_snap49.33.12.bmp,49,33,12,12,477,7,17,427,527
./snap49/lic_snap49.35.12.bmp,49,35,12,12,477,7,17,427,527
./snap49/lic_snap49.40.12.bmp,49,40,12,12,477,7,17,427,527
./snap49/lic_snap49.42.12.bmp,49,42,12,12,477,7,17,427,527
./snap49/lic_snap49.44.12.bmp,49,44,12,12,477,7,17,427,527
./snap49/lic_snap49.46.12.bmp,49,46,12,12,477,7,17,427,527
./snap49/lic_snap49.51.12.bmp,49,51,12,12,477,7,17,427,527
./snap49/lic_snap49.56.12.bmp,49,56,12,12,477,7,17,427,527
./snap49/lic_snap49.16.13.bmp,49,16,13,12,457,7,17,407,507
./snap49/lic_snap49.17.13.bmp,49,17,13,12,457,7,17,407,507
./snap49/lic_snap49.18.13.bmp,49,18,13,12,457,7,17,407,507
./snap49/lic_snap49.20.13.bmp,49,20,13,12,457,7,17,407,507
./snap49/lic_snap49.21.13.bmp,49,21,13,12,457,7,17,407,507
./snap49/lic_snap49.24.13.bmp,49,24,13,12,457,7,17,407,507
./snap49/lic_snap49.09.14.bmp,49,09,14,12,457,7,17,407,507
./snap49/lic_snap49.45.11.bmp,49,45,11,76,523,71,81,473,573
./snap49/lic_snap49.46.11.bmp,49,46,11,76,523,71,81,473,573
./snap49/lic_snap49.47.11.bmp,49,47,11,76,523,71,81,473,573
./snap49/lic_snap49.48.11.bmp,49,48,11,76,523,71,81,473,573
./snap49/lic_snap49.49.11.bmp,49,49,11,76,523,71,81,473,573
./snap49/lic_snap49.50.11.bmp,49,50,11,76,523,71,81,473,573
./snap49/lic_snap49.51.11.bmp,49,51,11,76,523,71,81,473,573
./snap49/lic_snap49.52.11.bmp,49,52,11,76,523,71,81,473,573
./snap49/lic_snap49.53.11.bmp,49,53,11,76,523,71,81,473,573
./snap49/lic_snap49.54.11.bmp,49,54,11,76,523,71,81,473,573
./snap49/lic_snap49.55.11.bmp,49,55,11,76,523,71,81,473,573
./snap49/lic_snap49.56.11.bmp,49,56,11,76,523,71,81,473,573
./snap49/lic_snap49.60.11.bmp,49,60,11,76,523,71,81,473,573
./snap49/lic_snap49.61.11.bmp,49,61,11,76,523,71,81,473,573
./snap49/lic_snap49.62.11.bmp,49,62,11,76,523,71,81,473,573
./snap49/lic_snap49.02.12.bmp,49,02,12,76,523,71,81,473,573
./snap49/lic_snap49.04.12.bmp,49,04,12,76,523,71,81,473,573
./snap49/lic_snap49.09.12.bmp,49,09,12,76,523,71,81,473,573
./snap49/lic_snap49.16.12.bmp,49,16,12,76,523,71,81,473,573
./snap49/lic_snap49.20.12.bmp,49,20,12,76,523,71,81,473,573
./snap49/lic_snap49.21.12.bmp,49,21,12,76,523,71,81,473,573
./snap49/lic_snap49.23.12.bmp,49,23,12,76,523,71,81,473,573
./snap49/lic_snap49.27.12.bmp,49,27,12,76,523,71,81,473,573
./snap49/lic_snap49.28.12.bmp,49,28,12,76,523,71,81,473,573
./snap49/lic_snap49.29.12.bmp,49,29,12,76,523,71,81,473,573
./snap49/lic_snap49.31.12.bmp,49,31,12,76,523,71,81,473,573
./snap49/lic_snap49.35.12.bmp,49,35,12,76,523,71,81,473,573
./snap49/lic_snap49.36.12.bmp,49,36,12,76,523,71,81,473,573
./snap49/lic_snap49.37.12.bmp,49,37,12,76,523,71,81,473,573
./snap49/lic_snap49.39.12.bmp,49,39,12,76,523,71,81,473,573
./snap49/lic_snap49.56.13.bmp,49,56,13,76,523,71,81,473,573
./snap49/lic_snap49.57.13.bmp,49,57,13,76,523,71,81,473,573
./snap49/lic_snap49.58.13.bmp,49,58,13,76,523,71,81,473,573
./snap49/lic_snap49.59.13.bmp,49,59,13,76,523,71,81,473,573
./snap49/lic_snap49.60.13.bmp,49,60,13,76,523,71,81,473,573
./snap49/lic_snap49.61.13.bmp,49,61,13,76,523,71,81,473,573
./snap49/lic_snap49.62.13.bmp,49,62,13,76,523,71,81,473,573
./snap49/lic_snap49.01.14.bmp,49,01,14,76,523,71,81,473,573
./snap49/lic_snap49.02.14.bmp,49,02,14,77,548,72,82,498,598
./snap49/lic_snap49.03.14.bmp,49,03,14,77,548,72,82,498,598
./snap49/lic_snap49.05.14.bmp,49,05,14,77,548,72,82,498,598
./snap49/lic_snap49.06.14.bmp,49,06,14,77,548,72,82,498,598
./snap49/lic_snap49.07.14.bmp,49,07,14,77,548,72,82,498,598
./snap49/lic_snap49.08.14.bmp,49,08,14,77,548,72,82,498,598
./snap49/lic_snap49.09.14.bmp,49,09,14,77,548,72,82,498,598
./snap49/lic_snap49.51.11.bmp,49,51,11,109,521,104,114,471,571
./snap49/lic_snap49.52.11.bmp,49,52,11,109,521,104,114,471,571
./snap49/lic_snap49.53.11.bmp,49,53,11,109,521,104,114,471,571
