snappath,dataset,para,job,centerx,centery,xlow,xup,ylow,yup
./snap77/lic_snap77.11.07.bmp,77,11,07,24,530,19,29,480,580
./snap77/lic_snap77.11.07.bmp,77,11,07,52,534,47,57,484,584
./snap77/lic_snap77.11.07.bmp,77,11,07,80,543,75,85,493,593
./snap77/lic_snap77.11.07.bmp,77,11,07,103,539,98,108,489,589
./snap77/lic_snap77.11.07.bmp,77,11,07,138,543,133,143,493,593
./snap77/lic_snap77.11.07.bmp,77,11,07,202,532,197,207,482,582
./snap77/lic_snap77.12.07.bmp,77,12,07,202,532,197,207,482,582
./snap77/lic_snap77.12.07.bmp,77,12,07,173,539,168,178,489,589
./snap77/lic_snap77.12.07.bmp,77,12,07,138,538,133,143,488,588
./snap77/lic_snap77.12.07.bmp,77,12,07,104,534,99,109,484,584
./snap77/lic_snap77.12.07.bmp,77,12,07,80,532,75,85,482,582
./snap77/lic_snap77.12.07.bmp,77,12,07,53,548,48,58,498,598
./snap77/lic_snap77.12.07.bmp,77,12,07,23,529,18,28,479,579
./snap77/lic_snap77.13.07.bmp,77,13,07,23,529,18,28,479,579
./snap77/lic_snap77.13.07.bmp,77,13,07,53,545,48,58,495,595
./snap77/lic_snap77.13.07.bmp,77,13,07,78,529,73,83,479,579
./snap77/lic_snap77.14.07.bmp,77,14,07,227,554,222,232,504,604
./snap77/lic_snap77.14.07.bmp,77,14,07,83,536,78,88,486,586
./snap77/lic_snap77.14.07.bmp,77,14,07,25,534,20,30,484,584
./snap77/lic_snap77.15.07.bmp,77,15,07,25,534,20,30,484,584
./snap77/lic_snap77.15.07.bmp,77,15,07,76,534,71,81,484,584
./snap77/lic_snap77.15.07.bmp,77,15,07,103,541,98,108,491,591
./snap77/lic_snap77.16.07.bmp,77,16,07,227,554,222,232,504,604
./snap77/lic_snap77.16.07.bmp,77,16,07,139,538,134,144,488,588
./snap77/lic_snap77.16.07.bmp,77,16,07,99,530,94,104,480,580
./snap77/lic_snap77.16.07.bmp,77,16,07,79,539,74,84,489,589
./snap77/lic_snap77.16.07.bmp,77,16,07,26,539,21,31,489,589
./snap77/lic_snap77.17.07.bmp,77,17,07,26,539,21,31,489,589
./snap77/lic_snap77.17.07.bmp,77,17,07,54,550,49,59,500,600
./snap77/lic_snap77.17.07.bmp,77,17,07,79,538,74,84,488,588
./snap77/lic_snap77.17.07.bmp,77,17,07,107,541,102,112,491,591
./snap77/lic_snap77.19.07.bmp,77,19,07,202,539,197,207,489,589
./snap77/lic_snap77.19.07.bmp,77,19,07,174,539,169,179,489,589
./snap77/lic_snap77.19.07.bmp,77,19,07,140,536,135,145,486,586
./snap77/lic_snap77.19.07.bmp,77,19,07,103,536,98,108,486,586
./snap77/lic_snap77.19.07.bmp,77,19,07,80,538,75,85,488,588
./snap77/lic_snap77.19.07.bmp,77,19,07,52,543,47,57,493,593
./snap77/lic_snap77.19.07.bmp,77,19,07,24,530,19,29,480,580
./snap77/lic_snap77.20.07.bmp,77,20,07,24,530,19,29,480,580
./snap77/lic_snap77.20.07.bmp,77,20,07,53,547,48,58,497,597
./snap77/lic_snap77.20.07.bmp,77,20,07,79,545,74,84,495,595
./snap77/lic_snap77.20.07.bmp,77,20,07,101,538,96,106,488,588
./snap77/lic_snap77.20.07.bmp,77,20,07,173,543,168,178,493,593
./snap77/lic_snap77.20.07.bmp,77,20,07,202,532,197,207,482,582
./snap77/lic_snap77.21.07.bmp,77,21,07,228,547,223,233,497,597
./snap77/lic_snap77.21.07.bmp,77,21,07,204,536,199,209,486,586
./snap77/lic_snap77.21.07.bmp,77,21,07,138,538,133,143,488,588
./snap77/lic_snap77.21.07.bmp,77,21,07,81,543,76,86,493,593
./snap77/lic_snap77.21.07.bmp,77,21,07,53,538,48,58,488,588
./snap77/lic_snap77.21.07.bmp,77,21,07,25,532,20,30,482,582
./snap77/lic_snap77.22.07.bmp,77,22,07,25,532,20,30,482,582
./snap77/lic_snap77.22.07.bmp,77,22,07,52,541,47,57,491,591
./snap77/lic_snap77.22.07.bmp,77,22,07,103,538,98,108,488,588
./snap77/lic_snap77.22.07.bmp,77,22,07,139,539,134,144,489,589
./snap77/lic_snap77.22.07.bmp,77,22,07,175,536,170,180,486,586
./snap77/lic_snap77.22.07.bmp,77,22,07,201,532,196,206,482,582
./snap77/lic_snap77.22.07.bmp,77,22,07,227,556,222,232,506,606
./snap77/lic_snap77.23.07.bmp,77,23,07,227,556,222,232,506,606
./snap77/lic_snap77.23.07.bmp,77,23,07,203,545,198,208,495,595
./snap77/lic_snap77.23.07.bmp,77,23,07,102,536,97,107,486,586
./snap77/lic_snap77.23.07.bmp,77,23,07,80,530,75,85,480,580
./snap77/lic_snap77.23.07.bmp,77,23,07,55,539,50,60,489,589
./snap77/lic_snap77.23.07.bmp,77,23,07,24,534,19,29,484,584
./snap77/lic_snap77.24.07.bmp,77,24,07,24,534,19,29,484,584
./snap77/lic_snap77.24.07.bmp,77,24,07,54,543,49,59,493,593
./snap77/lic_snap77.24.07.bmp,77,24,07,79,539,74,84,489,589
./snap77/lic_snap77.24.07.bmp,77,24,07,102,532,97,107,482,582
./snap77/lic_snap77.24.07.bmp,77,24,07,136,538,131,141,488,588
./snap77/lic_snap77.24.07.bmp,77,24,07,203,538,198,208,488,588
./snap77/lic_snap77.25.07.bmp,77,25,07,203,538,198,208,488,588
./snap77/lic_snap77.25.07.bmp,77,25,07,174,534,169,179,484,584
./snap77/lic_snap77.25.07.bmp,77,25,07,139,532,134,144,482,582
./snap77/lic_snap77.25.07.bmp,77,25,07,104,545,99,109,495,595
./snap77/lic_snap77.25.07.bmp,77,25,07,53,539,48,58,489,589
./snap77/lic_snap77.25.07.bmp,77,25,07,25,539,20,30,489,589
./snap77/lic_snap77.26.07.bmp,77,26,07,25,539,20,30,489,589
./snap77/lic_snap77.26.07.bmp,77,26,07,53,538,48,58,488,588
./snap77/lic_snap77.26.07.bmp,77,26,07,104,536,99,109,486,586
./snap77/lic_snap77.26.07.bmp,77,26,07,138,539,133,143,489,589
./snap77/lic_snap77.26.07.bmp,77,26,07,174,547,169,179,497,597
./snap77/lic_snap77.26.07.bmp,77,26,07,228,547,223,233,497,597
./snap77/lic_snap77.27.07.bmp,77,27,07,25,532,20,30,482,582
./snap77/lic_snap77.27.07.bmp,77,27,07,53,547,48,58,497,597
./snap77/lic_snap77.27.07.bmp,77,27,07,81,538,76,86,488,588
./snap77/lic_snap77.27.07.bmp,77,27,07,103,536,98,108,486,586
./snap77/lic_snap77.27.07.bmp,77,27,07,137,539,132,142,489,589
./snap77/lic_snap77.27.07.bmp,77,27,07,174,536,169,179,486,586
./snap77/lic_snap77.27.07.bmp,77,27,07,204,525,199,209,475,575
./snap77/lic_snap77.27.07.bmp,77,27,07,230,556,225,235,506,606
./snap77/lic_snap77.28.07.bmp,77,28,07,25,536,20,30,486,586
./snap77/lic_snap77.28.07.bmp,77,28,07,54,543,49,59,493,593
./snap77/lic_snap77.28.07.bmp,77,28,07,80,536,75,85,486,586
./snap77/lic_snap77.28.07.bmp,77,28,07,103,538,98,108,488,588
./snap77/lic_snap77.28.07.bmp,77,28,07,139,538,134,144,488,588
./snap77/lic_snap77.28.07.bmp,77,28,07,175,536,170,180,486,586
./snap77/lic_snap77.28.07.bmp,77,28,07,202,529,197,207,479,579
./snap77/lic_snap77.28.07.bmp,77,28,07,228,545,223,233,495,595
./snap77/lic_snap77.29.07.bmp,77,29,07,26,536,21,31,486,586
./snap77/lic_snap77.29.07.bmp,77,29,07,54,545,49,59,495,595
./snap77/lic_snap77.29.07.bmp,77,29,07,78,532,73,83,482,582
./snap77/lic_snap77.29.07.bmp,77,29,07,102,539,97,107,489,589
./snap77/lic_snap77.29.07.bmp,77,29,07,139,532,134,144,482,582
./snap77/lic_snap77.29.07.bmp,77,29,07,174,541,169,179,491,591
./snap77/lic_snap77.29.07.bmp,77,29,07,202,530,197,207,480,580
./snap77/lic_snap77.29.07.bmp,77,29,07,229,550,224,234,500,600
./snap77/lic_snap77.30.07.bmp,77,30,07,25,536,20,30,486,586
./snap77/lic_snap77.30.07.bmp,77,30,07,53,539,48,58,489,589
./snap77/lic_snap77.30.07.bmp,77,30,07,80,532,75,85,482,582
./snap77/lic_snap77.30.07.bmp,77,30,07,104,536,99,109,486,586
./snap77/lic_snap77.30.07.bmp,77,30,07,140,538,135,145,488,588
./snap77/lic_snap77.30.07.bmp,77,30,07,175,547,170,180,497,597
./snap77/lic_snap77.30.07.bmp,77,30,07,203,532,198,208,482,582
./snap77/lic_snap77.30.07.bmp,77,30,07,229,552,224,234,502,602
./snap77/lic_snap77.31.07.bmp,77,31,07,26,532,21,31,482,582
./snap77/lic_snap77.31.07.bmp,77,31,07,53,539,48,58,489,589
./snap77/lic_snap77.31.07.bmp,77,31,07,81,536,76,86,486,586
./snap77/lic_snap77.31.07.bmp,77,31,07,104,532,99,109,482,582
./snap77/lic_snap77.31.07.bmp,77,31,07,173,541,168,178,491,591
